#,Hierarchy Tier,Brand Name,State / Origin (HQ),Creator Handle,Followers,Views / Plays,Likes,Comments,Like-to-View %,Creator ER%,Post Date,Direct Instagram URL,Boost Status & Reason,Caption Preview
124,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@evaxfried,43000,38197,805,42,2.11%,1.97%,2026-06-09,https://www.instagram.com/p/DZXa_sXpVkp/,⚪ Standard Organic: Baseline organic collab reach,The chappal my mom was chasing me with 🤝🏻 The chappal i’m chasing  Comment chappal to secure yours🩴
125,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@cmf.tech,243000,34872,1885,16,5.41%,0.78%,2026-05-23,https://www.instagram.com/p/DYrdpD5EQ5N/,⚪ Standard Organic: Baseline organic collab reach,"CMF by Nothing x Gully Labs - Xoloni Orange.  Designed by Dhreetimann, chosen by the community.  Built to move through long days, not sit on shelves.  Last run with 200 pairs."
126,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@gullylabs.global,17077,34095,1843,22,5.41%,10.92%,2026-04-09,https://www.instagram.com/p/DW66XsiCcPU/,⚪ Standard Organic: Baseline organic collab reach,"Delhi to Los Angeles - representing the Indian dream.   We’re also hosting our first ever pop-up party in US (Los Angeles) with @spiceglobal_ on April 11.   Come through, this one is not to be missed (link in bio)  Credits: Photographer @jayakang  St"
127,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@snkrhood.in,6325,33034,675,5,2.04%,10.75%,2026-01-13,https://www.instagram.com/p/DTdEgDyk735/,⚪ Standard Organic: Baseline organic collab reach,"The streets just got louder  @gullylabs at SNKRHOOD.  📍 JLN Stadium, Delhi | 🗓 31st Jan & 1st Feb, 2026  Grab your tickets now. Link in bio  Culture over everything. See you in the hood."
128,Tier 4: Toggle OFF + Organic (Noise),Skechers India,Pan-India / Maharashtra (HQ: Mumbai),@i.sahaj,183147,31297,639,35,2.04%,0.37%,2026-03-16,https://www.instagram.com/p/DV8rb53CDql/,⚪ Standard Organic: Baseline organic collab reach,Beat shuru hui aur main bas flow mein aa gaya 🕺  #SkechersHotshots FindYourFlow.  @skechersindia  .  #SkechersIndia
129,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@eternalramblings,20485,30031,421,42,1.40%,2.26%,2025-11-04,https://www.instagram.com/p/DQosDZQkdQe/,⚪ Standard Organic: Baseline organic collab reach,"Baithak turned into the bar next door 🍻 - stories, sneakers & spirits on full pour.  Pour Decisions Fridays: Ep 1 - The Indian Horror Story had it all - unwinding chaos & KAPOW!’s wild energy, with Simba keeping the taps flowing.  Same vibe, new stor"
130,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@ukato.music,5546,29415,1590,43,5.41%,29.44%,2025-12-18,https://www.instagram.com/p/DSZazNqkWcK/,⚪ Standard Organic: Baseline organic collab reach,"Come celebrate The Maidaan with us this Saturday, 20th December at @claygrounds.official The Base, Chhattarpur, Delhi.   It’s not just another match day, its a cultural showcase of your favourite creators and the sport we’ve always loved.  Exclusive "
131,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@subkocoffee,119642,29248,1581,16,5.41%,1.33%,2026-03-10,https://www.instagram.com/p/DVtG4miCJLZ/,⚪ Standard Organic: Baseline organic collab reach,"Dilli, The Sultanate Of Specialty Completes Its Trilogy.  Subko Craft Bakes have officially taken over of our (Mini) outposts at Sidecar and Gully Labs ( @sidecarindia and @gullylabs ). Consider the “Sultanate of Specialty” fully fortified with a ful"
132,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@medusaindia,39000,28927,439,8,1.52%,1.15%,2026-02-02,https://www.instagram.com/p/DUP4lapEQGL/,⚪ Standard Organic: Baseline organic collab reach,"Sharks on screen. Ideas in the room. Poured by Medusa. Snacked with 4700 BC. Gully Labs energy, always."
133,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,28083,1518,15,5.41%,1.70%,2026-03-16,https://www.instagram.com/p/DV8tT0SkcFY/,⚪ Standard Organic: Baseline organic collab reach,A lifestyle sneaker blending streetwear and performance.  Heritage quilted uppers inspired by classic Nivia footballs.  An asymmetric Nivia mark.  The Gully FC emblem.  Crafted for everyday comfort and effortless style.
134,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@parvaazmusic,30000,28027,1515,26,5.41%,5.14%,2025-11-21,https://www.instagram.com/p/DRUyDKhE6HA/,⚪ Standard Organic: Baseline organic collab reach,"Parvaaz joins the Karwaan at Baithak - an evening for the people whose stories are hidden between songs.  Unreleased album, unlimited @hoegaardenindia ,  Exclusive access to the band like never before.   🎟️ Tickets in bio. Come be part of the next ch"
135,Tier 4: Toggle OFF + Organic (Noise),Skechers India,Pan-India / Maharashtra (HQ: Mumbai),@skecherscricket,28000,25282,450,14,1.78%,1.66%,2026-04-21,https://www.instagram.com/p/DXYgf_mDSje/,⚪ Standard Organic: Baseline organic collab reach,"You’ll recognise those hands.  You’ll recognise that walk.  The rest? Coming soon.  Who is it, drop your guess below?  #StayTuned #SkechersCricket #SkechersPerformance"
136,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@thethirdspacedelhi,880,24771,1339,14,5.41%,153.75%,2025-12-08,https://www.instagram.com/p/DR_uZLxEZhS/,⚪ Standard Organic: Baseline organic collab reach,"Join us for Sangam 3.0, an intimate, 50-seater Baithak hosted by The Third Space in collaboration with Gully Labs.   Expect an evening of classical instrumental sets, ghazals, shayari, Y2K Bollywood jams, chilled beer, and conversations that feel lik"
137,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@rahasyafragrances,25000,18130,980,16,5.41%,3.98%,2026-02-17,https://www.instagram.com/p/DU212aHjMAA/,⚪ Standard Organic: Baseline organic collab reach,"Baraamda carries the warmth of royal courtyards.  Rose and magnolia in bloom. Mango ripening under sun. Woody and ambery depth that stays long after you’ve left.  It doesn’t overpower. It surrounds.  A fragrance built in layers, Wear the memory."
138,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@akshay_freestyle,17820,17919,430,67,2.40%,2.79%,2026-03-13,https://www.instagram.com/p/DV0r42kDNsS/,⚪ Standard Organic: Baseline organic collab reach,"Freestyle, football and pure energy 🔥  Hosted a freestyle session in Mumbai with the crew at Nivia x GL Maidaan and the vibe was crazy. Seeing the community show up and bring their style to the game is what it’s all about. Shoutout to @gullylabs and "
139,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@niviasports,90000,17112,925,16,5.41%,1.05%,2025-12-22,https://www.instagram.com/p/DSkM3QPkeHD/,⚪ Standard Organic: Baseline organic collab reach,"3 pairs. One muscle memory.  Swipe through to check out the Maidaan colorways built from India’s gullies to your everyday run. Quilted leather inspired by classic footballs, honey gum futsal sole, plush all-day comfort.  NIVIA × Gully Labs - Maidaan "
140,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@negiraman,47009,16872,912,25,5.41%,1.99%,2025-12-03,https://www.instagram.com/p/DRzf6e8ETNP/,⚪ Standard Organic: Baseline organic collab reach,"For the first time ever, Raman Negi steps into the Baithak. A songwriting workshop that strips the process bare, followed by a quiet-electric solo performance.  Unlimited Hoegaarden on the house.  Tickets are officially LIVE. Link in bio!"
141,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@kommunedelhincr,4805,16835,910,30,5.41%,19.56%,2025-11-08,https://www.instagram.com/p/DQy5ngHjHCq/,⚪ Standard Organic: Baseline organic collab reach,"Gully Labs x Kommune present “Jamghat”  A space. A stage. A gathering for voices that dare to speak - unafraid, unjudged, and unapologetically real.  It’s for words that are undeterred and untamed. A manch for poetry, storytelling, and music - where "
142,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@quatre.creators,417,16238,356,63,2.19%,100.48%,2026-05-06,https://www.instagram.com/p/DX_Q5xSROVB/,⚪ Standard Organic: Baseline organic collab reach,"You know us for the mountains. But every collective has a prologue.  Before we built Quatre, before the mountain retreats and the mud houses, one of our founders was living in London, quietly documenting the heavy, unapologetic fashion of the UK stre"
143,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@amra.ldn,3966,9786,529,21,5.41%,13.87%,2025-10-21,https://www.instagram.com/p/DQFVqxOEeFC/,⚪ Standard Organic: Baseline organic collab reach,Ever been to a sneaker pop-up rave inside a record store? 🎶👟 This one’s for the culture.  ‼️Venue upgrade - Camden Open Air Art Gallery‼️  DM @amra.ldn for guestlist!   Gully Labs x Amra x Coffee Culture are taking over Next Door Records || for a nig
144,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@delhiartweekend,4419,8442,103,0,1.22%,2.33%,2025-10-06,https://www.instagram.com/p/DPdaJchgHEj/,⚪ Standard Organic: Baseline organic collab reach,"Closed day 2 of the Delhi Art Weekend at @gullylabs with @teejsound, @makaanmusic and @kunalschhabra."
145,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@norbu.noises,1980,8288,448,8,5.41%,23.03%,2025-12-19,https://www.instagram.com/p/DScwGkbkX0i/,⚪ Standard Organic: Baseline organic collab reach,"Maidaan All Stars ⚽🔥 Where Indian football shows up the way it always has — raw, relentless, community-first.  A full-throttle showcase with a live football tournament, brand zones, and on-ground experiences — capped with music performances by Sufr, "
146,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@yuzenmatcha,928,8269,447,6,5.41%,48.81%,2025-12-19,https://www.instagram.com/p/DSc1eu3k7hL/,⚪ Standard Organic: Baseline organic collab reach,"The roaster is out now.  See you on The Maidaan, tomorrow.   3pm, 20th Dec, The Base, Chhattarpur. Ticket link in bio.   stall partners : @yuzenmatcha @cafedelhiheights s @umamiburg"
147,Tier 4: Toggle OFF + Organic (Noise),Gully Labs,"Pan-India / Delhi NCR (HQ: New Delhi, D2C)",@hemkunt_foundation,230727,7677,415,13,5.41%,0.19%,2026-08-14,https://www.instagram.com/p/DcA12J1EQ3J/,⚪ Standard Organic: Baseline organic collab reach,"What’s the Indian dream if it doesn’t belong to everyone?  This 14th–16th August, 15% of all online sales go directly to @hemkunt_foundation for ground-level disaster relief and education.  Every order counts."
