#,Hierarchy Tier,Brand Name,State / Origin (HQ),Creator Handle,Followers,Video Content Genre,Views / Plays,Likes,Comments,Like-to-View %,Creator ER%,Post Date,Direct Instagram URL,Boost Status & Reason,Caption Preview
564,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@traditional__aestheticss,11000,🕉️ Devotional Content & Spiritual Storytelling,39394,890,12,2.26%,8.20%,2026-01-07,https://www.instagram.com/p/DTMjhCvj9bh/,"📈 Viral Organic Reach: High organic views (39,394) with strong like rate (2.26%)",Elevating our Pooja with the essence of nature 🌿#traditional   @isha.life.india 🕉️  #ishalife #sadguru  #aadiyogi #pooja
565,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@theankitzone,1000000,🕉️ Devotional Content & Spiritual Storytelling,39384,3,0,0.01%,0.00%,2026-01-05,https://www.instagram.com/p/DTIHwyak9Xp/,⚪ Standard Organic: Baseline organic collab reach,महादेव की कृपा और करुंगली माला की शक्ति! 🙏✨ जीवन में सकारात्मक ऊर्जा और मानसिक शांति के लिए पहनें @divinehindu.in की अभिमंत्रित करुंगली माला। त्रिशूल लॉकेट के साथ यह न केवल रक्षा करती है बल्कि आत्मविश्वास भी बढ़ाती है अभी ऑर्डर करने के लिए @divinehind
566,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@unfilteredrv,105000,"🕉️ Mantras, Japa Meditation & Puja Rituals",39323,499,86,1.27%,0.56%,2026-01-18,https://www.instagram.com/p/DTpTordkoSf/,⚪ Standard Organic: Baseline organic collab reach,Consistency starts with confidence and the right energy before you hit record.  This is my ritual — @japam.in JAPAM Dhanlabh Band — and it genuinely works for me.  Comment 'band’ for product link
567,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@kalkiyug_,253000,🕉️ Devotional Content & Spiritual Storytelling,39025,1355,32,3.47%,0.55%,2025-12-04,https://www.instagram.com/p/DR1LfqziY74/,⚪ Standard Organic: Baseline organic collab reach,Kya aap NAZAR me vishwas rakhte hain?
568,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@bhoomija.yogini,13000,🕉️ Devotional Content & Spiritual Storytelling,39022,2353,85,6.03%,18.75%,2026-04-13,https://www.instagram.com/p/DXEkcmmj596/,"📈 Viral Organic Reach: High organic views (39,022) with strong like rate (6.03%)","Grace of Devi Bhairavi in each offering!✨ 🌹Be it Energised Devi Saree, Pendant, Kumkum, Raksha Kavach or Stuti, each element helps me connect to the Devi within.  🌹Adorning this saree from Isha life made me feel in a way that is still intact in my me"
569,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@d_danish_sharma,12000,"🕉️ Mantras, Japa Meditation & Puja Rituals",38925,391,42,1.00%,3.61%,2025-11-04,https://www.instagram.com/p/DQosbQgjxnS/,⚪ Standard Organic: Baseline organic collab reach,"Crafted with devotion, worn with purpose — experience the sacred power of Karungali only at Japam.in. #japam #karungali #shivtandav"
570,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@blossoming_in_silence,2383,🌟 Celebrity & Spiritual Leader Endorsement,38885,695,23,1.79%,30.13%,2026-03-31,https://www.instagram.com/p/DWjBwuCDpxJ/,⚪ Standard Organic: Baseline organic collab reach,He won’t be able to start his day now without his morning without his favourites:😤🙂‍↔️  Neem capsules @isha.life.india  Herbal tooth powder @isha.life.india  Sanjeevani @isha.life.india   #sadhguru #ishafoundation #yogalife #healtylife
571,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@seanbanerjee.sb,217000,"📦 Unboxing, Gifting & Product Review",38613,1458,91,3.78%,0.71%,2026-05-22,https://www.instagram.com/p/DYokY-ZTwXB/,⚪ Standard Organic: Baseline organic collab reach,"​Wear your intentions. Manifest your growth. 🌟  ​The Dhan Yog Bracelet is designed to clear financial roadblocks and align your energy with ultimate prosperity. Divine blessings, modern elegance.  ​🛍️ Limited stock available. Click the link in bio to"
572,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@hey_jyotii,270000,🕉️ Devotional Content & Spiritual Storytelling,38563,435,11,1.13%,0.17%,2026-05-15,https://www.instagram.com/p/DYWQwyrhBLP/,⚪ Standard Organic: Baseline organic collab reach,"✨ More than just an anklet… this Raw Pyrite beauty from @divinehindu.in carries the energy of abundance, confidence, and protection✨"
573,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@simrranguptaa,196000,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",38225,3,28,0.01%,0.02%,2026-02-24,https://www.instagram.com/p/DVILxyfjwFe/,⚪ Standard Organic: Baseline organic collab reach,Looking for authentic and lab certified rudraksha mala?  Order yours from official website of @japam.in   #rudraksha #rudrakshabeads #spiritualgrowthjourney #yoga #yogalife
574,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@sadhgurusharings_,203000,🕉️ Devotional Content & Spiritual Storytelling,38221,2066,11,5.41%,1.02%,2026-02-18,https://www.instagram.com/p/DU5EIC0gcu6/,⚪ Standard Organic: Baseline organic collab reach,Increase the longevity of your sacred beads with this Rudraksha conditioning guide.   #ishalife #forconsciousliving #rudraksha #grace
575,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@seanbanerjee.sb,217000,🕉️ Devotional Content & Spiritual Storytelling,38060,1704,87,4.48%,0.83%,2026-06-22,https://www.instagram.com/p/DZ4sst_THWB/,⚪ Standard Organic: Baseline organic collab reach,"In the ghats of Kolkata, where the Ganga carries centuries of prayers, faith finds its truest form.  As I explore this sacred shore wearing the gold plated Rudraksha Mala from Divine Hindu  where tradition meets timeless elegance. Not just an accesso"
576,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@meghana_599,36000,"📦 Unboxing, Gifting & Product Review",37995,470,177,1.24%,1.80%,2026-02-21,https://www.instagram.com/p/DVBRArxErTx/,⚪ Standard Organic: Baseline organic collab reach,Place your order now  Link is in my bio ❤️  Follow @houseofrudra_social & Buy on https://www.houseofrudra.in They have authentic money magnet bracelet with lab tested certificates   #religious #moneymagnetbracelet #trendingreels #fyppp #viralreeĺs
577,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@thenameisvishall,255000,"📦 Unboxing, Gifting & Product Review",37945,397,8,1.05%,0.16%,2025-11-24,https://www.instagram.com/p/DRcC1ntDABW/,⚪ Standard Organic: Baseline organic collab reach,"यह सिर्फ़ कोई Bracelet नहीं… यह संतुलन, स्थिरता और सुकून—सब एक साथ है। @divinehindu.in   #sevenchakras #spiritual #bracelet #divine"
578,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@__.amol.__96k_,343000,✨ Spiritual Lifestyle & Modern Wellness,37868,3,15,0.01%,0.01%,2026-04-15,https://www.instagram.com/p/DXJ0ahjyk8j/,⚪ Standard Organic: Baseline organic collab reach,"For those who believe in strength, peace & protection 🍃🚩 . . . #mahadev #bholenath #menswear #mensfashion #spirituality"
579,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@withsadhguru,978000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",37795,2043,39,5.41%,0.21%,2026-01-20,https://www.instagram.com/p/DTvJcZnAd08/,⚪ Standard Organic: Baseline organic collab reach,All New Mahashivratri Jewellery Live Tomorrow!   Available on ishalife.com   #shiva #mahadev #mahashivratri #isha #ishalife #forconsciousliving
580,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@krishna_mahii,91000,"🕉️ Mantras, Japa Meditation & Puja Rituals",37794,1483,66,3.92%,1.70%,2025-09-03,https://www.instagram.com/p/DOH3KuSAidJ/,⚪ Standard Organic: Baseline organic collab reach,Gold Plated Nathdwara ( Shrinath ji )Necklace 🪷🫶🏻 really amazing ⚡️from @japam.in   There is nothing better than this for yourself or to gift to someone❤️  For order- visit - https://japam.in And D/M on insta - @japam.in   🪷_______  #japamala #japam 
581,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@ananyakshatriyaa,28000,"🕉️ Mantras, Japa Meditation & Puja Rituals",37778,3,72,0.01%,0.27%,2026-04-03,https://www.instagram.com/p/DWrRruxiHBJ/,⚪ Standard Organic: Baseline organic collab reach,The silent but many mystical powers of Rudraksha 📿  (rudraksha) (japam) (student friendly) (affordable luxury) (authentic rudraksha) (certified beads) (comes with certificate) (gold plated) (premium feel) (budget spiritual) (daily japam) (shiv energy
582,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@sadhgurusharings_,203000,🕉️ Devotional Content & Spiritual Storytelling,37583,1289,13,3.43%,0.64%,2025-12-30,https://www.instagram.com/p/DS4HA07ASNR/,⚪ Standard Organic: Baseline organic collab reach,Energize your drinking water at home with consecrated Jeevarasam.  Explore on ishalife.com   #ishalife #forconsciousliving #consecrated #jeevarasam #yogicwisdom
583,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@meghaaddangaich,102000,🕉️ Devotional Content & Spiritual Storytelling,37425,642,22,1.72%,0.65%,2026-01-07,https://www.instagram.com/p/DTM3FV1Eg2L/,⚪ Standard Organic: Baseline organic collab reach,"📌Save This✨As moms, we’re always looking for snacks that are easy, wholesome, and something we can truly feel good about giving our kids.  These homemade dry fruits laddoos have become a winter staple in our home. They’re filling, nourishing, and per"
584,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@layasthana,116000,"🕉️ Mantras, Japa Meditation & Puja Rituals",37381,1164,31,3.11%,1.03%,2026-07-07,https://www.instagram.com/p/Daf1AmOScRU/,⚪ Standard Organic: Baseline organic collab reach,"Forever that girl who is obsessed with incense cones and sticks! But Sambrani is something that stands out. ✨  As an artist, my environment is everything. I can’t imagine working or doing my sadhana in a space that hasn’t been completely cleansed by "
585,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@deefvckk,82000,"📦 Unboxing, Gifting & Product Review",37234,3,81,0.01%,0.10%,2026-07-13,https://www.instagram.com/p/DauXMDkCQuF/,⚪ Standard Organic: Baseline organic collab reach,"Not just a stylish bracelet it’s a symbol of positivity, confidence, and divine energy.  Wear your faith every day and let every step be guided by strength and blessings.  Available now at Divine Hindu.  #DivineHindu #SpiritualBracelet #HinduLifestyl"
586,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@rohini_aesthetics,30000,"🏛️ Temple Lore, Mythology & Sanatan Philosophy",37006,1366,34,3.69%,4.67%,2026-03-25,https://www.instagram.com/p/DWTkXz_J8pF/,"📈 Viral Organic Reach: High organic views (37,006) with strong like rate (3.69%)","Draped in cotton, crowned with kumkuma, she stands where silence becomes prayer to Shiva✨🪷🌿🔱🐚🦚 . . . . . 📸@nidhin_prem  Devi energised saree @isha.life.india . . . (Ishaadiyogi, Isha, shiva, ishafoundation, bhairavi, dhyanalinga, coimbatore, mysore, "
587,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@madhavi_unplugged,18000,"🕉️ Mantras, Japa Meditation & Puja Rituals",37001,948,22,2.56%,5.39%,2026-07-08,https://www.instagram.com/p/DaiC6CPz8hi/,"📈 Viral Organic Reach: High organic views (37,001) with strong like rate (2.56%)","Sadhana has slowly transformed the way I experience life. Ever since Shakti Chalana Kriya and Shambhavi became a part of my daily routine, there’s been a greater sense of balance, clarity, and involvement in everything I do.  Over time, I’ve also com"
588,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@srushti_s_official_96k,673000,🕉️ Devotional Content & Spiritual Storytelling,36978,3,38,0.01%,0.01%,2026-02-21,https://www.instagram.com/p/DVAz3MYDJsH/,⚪ Standard Organic: Baseline organic collab reach,Positive  vibes and life growth 📿  Get shiv rudraksh trishul mala and many more from @divinehindu.in
589,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@rajatyogaworld,197000,✨ Spiritual Lifestyle & Modern Wellness,36933,367,30,0.99%,0.20%,2025-10-13,https://www.instagram.com/p/DPwV_WWEsPr/,⚪ Standard Organic: Baseline organic collab reach,Are you searching for divine protection and deep-rooted strength ❓ Let Karungali Mala connect you with higher energy.  🔹 100% authentic Rudraksha & Spiritual Accessories  🔹Energy • Healing • Balance  🔹Trusted brand - purity & originality guaranteed. 
590,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@crazy_boy__mj,134000,🕉️ Devotional Content & Spiritual Storytelling,36893,3,0,0.01%,0.00%,2025-11-18,https://www.instagram.com/p/DRMu75XEw9A/,⚪ Standard Organic: Baseline organic collab reach,Bega hogi buy madi original karungali mala na divinehindu. in website alli🙏🏻   #explore #explorepage #exploremore #reelinstagram #reelitfeelit #karnataka #mysore #uttarkarnataka #viralreels #god #virl #hospet
591,Tier 4: Toggle OFF + Organic (Noise),House of Rudra,Pan-India / Gujarat (HQ: Ahmedabad),@bunny_fly_high,84000,"🕉️ Mantras, Japa Meditation & Puja Rituals",36611,2561,56,7.00%,3.12%,2026-02-06,https://www.instagram.com/p/DUZ2kgwkuXA/,⚪ Standard Organic: Baseline organic collab reach,ఈ ఒక్క పని చేయగలవా ❓ OM NAMAH SHIVAYA 🙏 #reelsinstagram #viralvideos #viralreels #trendingreels #reelitfeelit
592,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@a_millennial_from_gkp,1319,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",36149,373,37,1.03%,31.08%,2026-01-07,https://www.instagram.com/p/DTNaSTrE94N/,⚪ Standard Organic: Baseline organic collab reach,Panchmukhi hanuman ji only at @japam.in  #japam #foryou #viralreels #explore #viral  Shoot location-: @metaflex.gym
593,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@sadhgurusharings_,203000,🌟 Celebrity & Spiritual Leader Endorsement,36038,1948,8,5.41%,0.96%,2026-02-14,https://www.instagram.com/p/DUuXvjygTx_/,⚪ Standard Organic: Baseline organic collab reach,"A profound and heartfelt tale of the Saptarishi's ultimate surrender to Adiyogi, the first Guru.  (Mahahshivratri 2026, Isha Mahashivratri, Shiva, Sadhana, Adiyogi, Rudraksha, Night of grace, Mahashivratri celebrations,  Sadhguru, Mahashivratri, Maha"
594,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@missayodhyaa,108000,"🕉️ Mantras, Japa Meditation & Puja Rituals",36006,843,33,2.34%,0.81%,2025-10-19,https://www.instagram.com/p/DP-rocXEYI3/,⚪ Standard Organic: Baseline organic collab reach,"“Ram ki Paidi par lakhon diye jale, aur maine japam.in se mangayi ek chhoti si roshni apne dil ke liye ✨ Siddhimayi Lakshmi & Ganesh ji combo — har Diwali ko banaye aur bhi shubh 💫  #Ayodhya #Deepotsav #Japam #missayodhyaa #diwali2025 #Deepotsav #Ayo"
595,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@sketchyskies_,54000,🕉️ Devotional Content & Spiritual Storytelling,35918,977,28,2.72%,1.86%,2025-12-23,https://www.instagram.com/p/DSmkMnLE4P_/,⚪ Standard Organic: Baseline organic collab reach,"A slow, soulful afternoon with @isha.life.india 🌿 Capturing the essence of Isha with Shiv–Shakthi art on a kurta felt deeply grounding and meditative. From the calm creative flow to the nourishing, wholesome food, every moment felt aligned and peacef"
596,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@ashmija_in_color,63000,🕉️ Devotional Content & Spiritual Storytelling,35803,456,11,1.27%,0.74%,2026-03-03,https://www.instagram.com/p/DVbCCeBE5ow/,⚪ Standard Organic: Baseline organic collab reach,"Before I start my day, there’s one thing I never forget ✨  My Raw Pyrite Abundance Ring 🤍  Not just an accessory… but a reminder to choose clarity over overthinking and abundance over doubt.  Every pyrite stone is lab-tested and they even provide the"
597,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@mr_jayyyyy_020,12000,"🕉️ Mantras, Japa Meditation & Puja Rituals",35734,663,12,1.86%,5.62%,2025-09-09,https://www.instagram.com/p/DOYNJ2YEueW/,⚪ Standard Organic: Baseline organic collab reach,"Not just a mala, it’s a journey of focus, peace & devotion. Japam Mala – where spirituality meets style. . . @mr_jayyyyy_020 🎥🖌️ . . [ Rudraksha, mala, shiv, mahadev, mahakal, lord, spiritual]  #JapamMala #SpiritualVibes #DivineEnergy #MindfulLiving "
598,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@_tanujapawar29,32000,"🕉️ Mantras, Japa Meditation & Puja Rituals",35700,858,22,2.40%,2.75%,2026-03-21,https://www.instagram.com/p/DWJsfyFEWSx/,⚪ Standard Organic: Baseline organic collab reach,Visit Store : @japam.in to buys yours!!!  . . . . . . . #spiritual #spirituality #explore #instagram
599,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@coachsiddhi,60000,"🕉️ Mantras, Japa Meditation & Puja Rituals",35640,477,18,1.34%,0.83%,2026-02-12,https://www.instagram.com/p/DUpjOvhDIqw/,⚪ Standard Organic: Baseline organic collab reach,"A true magnet for positive energy, confidence, and abundance. adorn yourself with this beautifully crafted spiritual jewellery✨ @japam.in   [ anklet, positive energy, attract wealth, abundance, gain, confidence, spirituality, aesthetic Jewellery] #po"
600,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@_when.the.guru.invades_,161000,"🕉️ Mantras, Japa Meditation & Puja Rituals",35557,1922,9,5.41%,1.20%,2026-02-13,https://www.instagram.com/p/DUsTkpoAcb9/,⚪ Standard Organic: Baseline organic collab reach,"This Mahashivratri, let Nandi inspired you to transform waiting into worship and Silence into a gateway to the Divine.  (Mahahshivratri 2026, Isha Mahashivratri, Shiva, Sadhana, Adiyogi, Rudraksha, Night of grace, Mahashivratri celebrations,  Sadhgur"
601,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@bee.ing_maaya,28000,"🕉️ Mantras, Japa Meditation & Puja Rituals",35520,926,72,2.61%,3.56%,2026-03-01,https://www.instagram.com/p/DVVRFuKknSZ/,⚪ Standard Organic: Baseline organic collab reach,"Send this to your friend who would love these!✨ (AD) Bracelet- @japam.in  Song - @sumedhk119  . . . . . . . . . . . . . . . . . . . . . . . . . . (tulasi song cover, tulasi by sumedh, raw cover, kannada cover song, kannada song cover, spiritual jewel"
602,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@anchalki_adaa,15000,"🕉️ Mantras, Japa Meditation & Puja Rituals",35360,233,24,0.66%,1.71%,2025-10-30,https://www.instagram.com/p/DQbwAf8Em8a/,⚪ Standard Organic: Baseline organic collab reach,"Not just a band, it’s your shield of positivity ✨   Manifest wealth, energy & protection — Pyrite does it all 🔮  Japam #JapamPyriteBand #SpiritualJewelry #PositiveVibesOnly #EnergyProtection #AbundanceMindset #ManifestationJewelry #HealingStones #Wea"
603,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@naxmaaa,33000,"🕉️ Mantras, Japa Meditation & Puja Rituals",35231,580,120,1.65%,2.12%,2026-08-07,https://www.instagram.com/p/Dbvh1fHxxKo/,⚪ Standard Organic: Baseline organic collab reach,"Celebrate this Raksha Bandhan with the love, blessings, and tradition of Japam. ✨🎀 Order your favourite Rakhi and make this festival even more special. 🤍  #explore #fyp #rakshabandhanspecial #trending #rakhi  Rakhi festival, best rakhi, rakshabandhan"
604,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@madhavi_unplugged,18000,🕉️ Devotional Content & Spiritual Storytelling,35207,1641,11,4.66%,9.18%,2026-03-01,https://www.instagram.com/p/DVVCBmtEmhu/,"📈 Viral Organic Reach: High organic views (35,207) with strong like rate (4.66%)","There are days I miss the Ashram so much — walking into that powerful silence and just sitting in Dhyanalinga.  While nothing replaces that experience, having the Dhyanalinga Yantra in my space has brought a subtle transformation.  The room feels cal"
605,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@madhuris_rangoli_and_art,155000,🎉 Festival & Auspicious Muhurat Activations,35047,919,21,2.62%,0.61%,2026-02-23,https://www.instagram.com/p/DVF0rWGEsOc/,⚪ Standard Organic: Baseline organic collab reach,"Adiyogi urli decoration ideas! 🙏☘️  Product in focus: * Mahashivratri Prasadam with Adiyogi Statue, Snake Ring, Rudraksh with black cotton rope * Hammered Copper Urli * Lotus diya * Brass diya  Grateful to collaborate with @isha.life.india  Thank you"
606,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@trendyturnouts,4016,"🕉️ Mantras, Japa Meditation & Puja Rituals",34985,246,67,0.70%,7.79%,2025-08-05,https://www.instagram.com/p/DM-UWHlPHwE/,⚪ Standard Organic: Baseline organic collab reach,"🚨Karungali Mala is really safe 🤔 . . . 🖤 Karungali Mala – More than just style! Spiritual vibes + Desi drip 😎✨ Wearing this powerful mala brings protection, confidence & inner peace. Perfect for meditation, energy balance, and a strong look 💯 . . . F"
607,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@laya.mathew,9219,🕉️ Devotional Content & Spiritual Storytelling,34887,858,35,2.46%,9.69%,2025-12-28,https://www.instagram.com/p/DSzcnJqEZ0S/,"📈 Viral Organic Reach: High organic views (34,887) with strong like rate (2.46%)","Rooted in tradition and woven in cotton-rich elegance. This saree celebrates simplicity with a refined finish, perfect for any event. Comfort meets culture in every drape. Grace that fits every occasion.  saree- @isha.life.india   (saree,comfort,inst"
608,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@anchor_swathisatish19,39000,🕉️ Devotional Content & Spiritual Storytelling,34742,3,39,0.01%,0.11%,2026-01-27,https://www.instagram.com/p/DUA09VDkmFI/,⚪ Standard Organic: Baseline organic collab reach,@divinehindu.in @karungali_by_divinehindu
609,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@vedicvisa,52000,"🕉️ Mantras, Japa Meditation & Puja Rituals",34501,1793,41,5.20%,3.53%,2025-11-20,https://www.instagram.com/p/DRR8mRVEqdf/,⚪ Standard Organic: Baseline organic collab reach,Avoid These Miatakes During Naam Jaap  You can get Real Chandan Mala From @divinehindu.in  How to do Naam Jaap- U can chant  Hare Krishna Hare Raam  Radha radha om namha shivya mantra  #krishna #radharani  #explorepage #reelsinstagram
610,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@harvish_official,2000000,🕉️ Devotional Content & Spiritual Storytelling,34363,3,17,0.01%,0.00%,2025-12-30,https://www.instagram.com/p/DS4xb6SE8qm/,⚪ Standard Organic: Baseline organic collab reach,Meri life isse badal gyi ab aapki baari 🙏🏻  #viralreels #instagram #reels #fact #trendingreels
611,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@anchor_swathisatish19,39000,🕉️ Devotional Content & Spiritual Storytelling,34254,3,8,0.01%,0.03%,2026-04-22,https://www.instagram.com/p/DXbm7WxCWgJ/,⚪ Standard Organic: Baseline organic collab reach,@karungali_by_divinehindu @divinehindu.in
612,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@prateek_matoria,66000,"🔬 Rudraksha Authenticity, Lab Testing & Craft Lore",34245,351,25,1.02%,0.57%,2026-04-30,https://www.instagram.com/p/DXwNtV4PiMY/,⚪ Standard Organic: Baseline organic collab reach,"Unlock the power of prosperity and peace with the Divine Hindu 7 Mukhi Rudraksha. Representing Goddess Lakshmi, this sacred bead is known to attract wealth, career growth, and emotional balance. Elevate your spiritual journey and remove financial hur"
613,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@hardik_pawar209,167000,"🕉️ Mantras, Japa Meditation & Puja Rituals",34221,3,54,0.01%,0.03%,2025-09-17,https://www.instagram.com/p/DOsWiVzDW1Q/,⚪ Standard Organic: Baseline organic collab reach,"Not just a bracelet, it’s journey of focus, peace & devotion.japam rudraksh bracelet~Where spirituality meets style.🔱📿 @hardik_pawar209  #trendingreels #foryou #instagramreels #rudraksha #spirtuality #mahadev❤️"
614,Tier 4: Toggle OFF + Organic (Noise),Japam,Pan-India / Rajasthan (HQ: Jaipur),@madviceofficial,49000,🕉️ Devotional Content & Spiritual Storytelling,34212,730,17,2.13%,1.52%,2025-10-04,https://www.instagram.com/p/DPY2Olmk1JH/,⚪ Standard Organic: Baseline organic collab reach,✨ Karungali Mala – have you seen it? 🖤 Every bead of this ebony wood mala is said to work like a shield of positive energy. Some even believe… “Negativity can’t come near you”. 🔮  But here’s the real question 🤔 Do you wear a Karungali Mala for spirit
615,Tier 4: Toggle OFF + Organic (Noise),Isha Life India,"Pan-India / Tamil Nadu (HQ: Coimbatore, Isha)",@handpaintedjourney,6195,🎉 Festival & Auspicious Muhurat Activations,33960,1378,27,4.06%,22.68%,2026-03-27,https://www.instagram.com/p/DWYvgbTk4HL/,"📈 Viral Organic Reach: High organic views (33,960) with strong like rate (4.06%)","As Navratri comes to a close, I keep thinking… maybe it was never just about the 9 days. ✨  While painting this, it didn’t feel like I was creating something new…it felt like I was bringing something out, something that was already within me.  And ma"
616,Tier 4: Toggle OFF + Organic (Noise),Divine Hindu,Pan-India / Delhi NCR (HQ: New Delhi),@shivbrat_ons,322000,🕉️ Devotional Content & Spiritual Storytelling,33855,1576,52,4.66%,0.51%,2026-03-03,https://www.instagram.com/p/DVaz8oXkUmp/,⚪ Standard Organic: Baseline organic collab reach,"Ancient Power⚡🔱, Modern Elegance ✨  108 Beads Rudraksh Japmala   #rudraksha #japmala #sprituality #shiv #reelsindia"
